,name,category,measurement-1,ingredient-1,measurement-2,ingredient-2,measurement-3,ingredient-3,measurement-4,ingredient-4,measurement-5,ingredient-5,measurement-6,ingredient-6,instructions,glass,glass-size,fixed-ingredient-1,fixed-measurement-1,fixed-ingredient-2,fixed-measurement-2,fixed-ingredient-3,fixed-measurement-3,fixed-ingredient-4,fixed-measurement-4,fixed-ingredient-5,fixed-measurement-5,fixed-ingredient-6,fixed-measurement-6,fixed-instructions,blend,shake,stir-strain,build,no-measurement,total-liquid,alco-pop,beer,bitters,brandy,citrus juice,citrus spirit,cream spirit,dessert spirit,egg,flavoured water,floral spirit,fortified wine,fruit juice,fruit spirit,gin,herbal spirit,milk,rum,sauce,soda,sparkling wine,syrup,tea,tequila,water,vodka,whisky,wine,glass-total,total-alcohol,total-ingredients,alco-percent
787,White Lady Cocktail,Cocktail Classics,1 oz, Egg White,1 oz, Powdered Sugar,1 oz, Sweet Cream,1 1/2 oz, Old Mr. Boston Dry Gin,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,egg white,1 oz,powdered sugar,1 oz,sweet cream,1 oz,old mr. boston dry gin,1 1/2 oz,,,,,shake with ice and strain into cocktail glass.,False,True,False,False,,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,45.0,3,0.42857142857142855
788,Tequila Canyon,Tequila,1 1/2 oz, Blanco tequila,1/4 oz, Triple Sec,1 oz, Cranberry Juice,1 oz, Pineapple Juice,1 oz, Orange juice,, Lime wheel,Pour into Collins glass and stir. Add ice. Garnish with lime. Serve with straw.,Collins Glass,14 to 16 ounces,blanco tequila,1 1/2 oz,orange liqueur,1/4 oz,cranberry juice,1 oz,pineapple juice,1 oz,orange juice,1 oz,lime wheel,,pour into collins glass and stir. add ice. garnish with lime. serve with straw.,False,False,False,True,,142.5,0.0,0.0,0.0,0.0,30.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,450.0,48.75,4,0.34210526315789475
789,Chicago Cocktail,Brandy,For glass," Lemon wedge, superfine sugar",1 oz, Brandy,1/2 oz, Fresh lemon juice,1/4 oz, Orange curacao,1/4 oz, Maraschino liqueur,,,Rim chilled old-fashioned glass with lemon and sugar. Stir remaining ingredients with ice and strain into glass.,Old-Fashioned Glass,6 to 8 ounces,"lemon wedge, superfine sugar",for glass,brandy,1 oz,fresh lemon juice,1/2 oz,orange orange liqueur,1/4 oz,maraschino liqueur,1/4 oz,,,rim chilled old-fashioned glass with lemon and sugar. stir remaining ingredients with ice and strain into glass.,False,False,True,False,,60.0,0.0,0.0,0.0,30.0,15.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,37.5,4,0.625
790,Sunday Confession,Tequila,1 oz, Blanco tequila,1 oz, Limoncello,1/2 oz, Fresh lemon juice,, Ginger beer,, Lemon wedge,,,Pour the first three ingredients into Collins glass and stir briefly. Add ice and top with ginger beer. Add lemon.,Collins Glass,14 to 16 ounces,blanco tequila,1 oz,citrus liqueur,1 oz,fresh lemon juice,1/2 oz,soda,,lemon wedge,,,,pour the first three ingredients into collins glass and stir briefly. add ice and top with ginger beer. add lemon.,False,False,False,True,soda,337.5,0.0,0.0,0.0,0.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.5,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,450.0,45.0,4,0.13333333333333333
791,Strawberry Margarita,Tequila,For glass," Lime wedge, superfine sugar or coarse salt (optional)",3 oz," Fresh strawberries, cut in half",3/4 oz, Strawberry schnapps,1 1/2 oz, Blanco tequila,3/4 oz, Triple Sec,3/4 oz," Fresh Lime Juice, whole strawberry","If desired, rim chilled cocktail glass with lime and sugar or salt. Muddle strawberries with schnapps in mixing glass. Add remaining ingredients and shake with ice. Strain through fine wire sieve into glass. Add strawberry.",Cocktail Glass,6 or more ounces,lime wedge,for glass,"fresh strawberries, cut in half",3 oz,strawberry schnapps,3/4 oz,blanco tequila,1 1/2 oz,orange liqueur,3/4 oz,"fresh lime juice, whole strawberry",3/4 oz,"if desired, rim chilled cocktail glass with lime and sugar or salt. muddle strawberries with schnapps in mixing glass. add remaining ingredients and shake with ice. strain through fine wire sieve into glass. add strawberry.",False,True,False,False,,112.5,0.0,0.0,0.0,0.0,22.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,180.0,67.5,4,0.6
792,Western Rose Cocktail,Cocktail Classics,1/2 oz, Old Mr. Boston Apricot Flavored Brandy,1 oz, Old Mr. Boston Dry Gin,1/2 oz, Dry Vermouth,1/4 oz, Lemon Juice,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,old mr. boston apricot flavored brandy,1/2 oz,old mr. boston dry gin,1 oz,dry vermouth,1/2 oz,lemon juice,1/4 oz,,,,,shake with ice and strain into cocktail glass.,False,True,False,False,,67.5,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,52.5,4,0.7777777777777778
793,Widow's Kiss Cocktail,Cocktail Classics,1 oz, Old Mr. Boston Five Star Brandy,1/2 oz, Yellow Chartreuse,1/2 oz, Benedictine,1 oz, Peychaud Bitters,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,old mr. boston five star brandy,1 oz,yellow herbal spirit,1/2 oz,herbal spirit,1/2 oz,peychaud bitters,1 dash,,,,,shake with ice and strain into cocktail glass.,False,True,False,False,,62.0,0.0,0.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,47.0,3,0.7580645161290323
794,Spice Of Life,Tequila,3 oz, Cucumber,12,Fresh mint leaves,3/4 oz, Simple Syrup,2 oz, Jalapeno-Infused Tequila,3/4 oz, Fresh Lime Juice,," Cucumber slice, fresh mint sprig","Muddle 3 cucumber slices, mint leaves, and syrup in mixing glass. Add tequila and lime juice with ice and shake. Double-strain into ice-filled old-fashioned glass. Garnish with cucumber slice and mint sprig.",Old-Fashioned Glass,6 to 8 ounces,cucumber,3 oz,fresh mint leaves,12,simple syrup,3/4 oz,jalapeno-infused tequila,2 oz,fresh lime juice,3/4 oz,"cucumber slice, fresh mint sprig",,"muddle 3 cucumber slices, mint leaves, and syrup in mixing glass. add tequila and lime juice with ice and shake. double-strain into ice-filled old-fashioned glass. garnish with cucumber slice and mint sprig.",False,True,False,False,,105.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,210.0,30.0,3,0.2857142857142857
795,Widow's Dream Cocktail,Cocktail Classics,1 1/2 oz, Benedictine,1 oz, Whole Egg,,,,,,,,,Shake with ice and strain into cocktail glass. Float one teaspoon of sweet cream on top.,Cocktail Glass,6 or more ounces,herbal spirit,1 1/2 oz,whole egg,1 oz,,,,,,,,,shake with ice and strain into cocktail glass. float one teaspoon of sweet cream on top.,False,True,False,False,,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,22.5,2,0.3
796,Vodka Gypsy Cocktail,Cocktail Classics,1 1/2 oz, Old Mr. Boston Vodka,3/4 oz, Benedictine,1 oz, Angostura Bitters,,,,,,,Stir with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,old mr. boston vodka,1 1/2 oz,herbal spirit,3/4 oz,angostura bitters,1 dash,,,,,,,stir with ice and strain into cocktail glass.,False,False,True,False,,69.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,180.0,58.25,3,0.8381294964028777
797,South Of The Border,Tequila,1 oz, Blanco tequila,3/4 oz, Coffee-flavored brandy,1/2 oz, Fresh Lime Juice,, Lime wheel,,,,,Shake with ice and strain into chilled sour glass. Garnish with lime.,Cordial or Pony Glass,2 to 3 ounces,blanco tequila,1 oz,coffee-flavored brandy,3/4 oz,fresh lime juice,1/2 oz,lime wheel,,,,,,shake with ice and strain into chilled sour glass. garnish with lime.,False,True,False,False,,67.5,0.0,0.0,0.0,0.0,15.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,75.0,41.25,3,0.6111111111111112
798,Vodka Grasshopper Cocktail,Cocktail Classics,3/4 oz, Old Mr. Boston Vodka,3/4 oz, Old Mr. Boston Green Creme de Menthe,3/4 oz, Old Mr. Boston White Creme de Cacao,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,old mr. boston vodka,3/4 oz,old mr. boston green creme de menthe,3/4 oz,old mr. boston white dessert liqueur,3/4 oz,,,,,,,shake with ice and strain into cocktail glass.,False,True,False,False,,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,180.0,45.0,3,0.6666666666666666
799,Violet Fizz Juice,Cocktail Classics,1/2 oz, Juice of a Lemon,1/2 oz, Powdered Sugar,1 1/2 oz, Old Mr. Boston Dry Gin,1 oz, Creme Yvette,,,,,Shake with ice and strain into highball glass with two ice cubes. Fill with carbonated water and stir.,Highball Glass,7 to 10 ounces,juice of a lemon,1/2 oz,powdered sugar,1/2 oz,old mr. boston dry gin,1 1/2 oz,floral liqueur,1 oz,,,,,shake with ice and strain into highball glass with two ice cubes. fill with carbonated water and stir.,False,True,False,False,,120.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,45.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,75.0,4,0.625
800,Smoked Margarita,Tequila,1/2 oz," Smoky Scotch whisky, such as Islay or Skye",1 oz, Reposado tequila,1 oz, Triple Sec,1/2 oz, Fresh lemon juice,1/2 oz, Fresh Lime Juice,, Lime wedge,Pour Scotch into old-fashioned glass and swirl to coat. Add ice. Shake remaining ingredients with ice and strain into glass. Add lime wedge.,Old-Fashioned Glass,6 to 8 ounces,smoky scotch whisky,1/2 oz,reposado tequila,1 oz,orange liqueur,1 oz,fresh lemon juice,1/2 oz,fresh lime juice,1/2 oz,lime wedge,,pour scotch into old-fashioned glass and swirl to coat. add ice. shake remaining ingredients with ice and strain into glass. add lime wedge.,False,True,False,False,,105.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,15.0,0.0,210.0,60.0,4,0.5714285714285714
801,Sloe Tequila,Shooters,1 oz, Blanco tequila,1/2 oz, Sloe gin,1/2 oz, Fresh Lime Juice,, Cucumber peel twist,,,,,Combine ingredients with 1/2 cup crushed ice in blender on low speed. Pour into old-fashioned glass. Add cucumber twist.,Old-Fashioned Glass,6 to 8 ounces,blanco tequila,1 oz,sloe gin,1/2 oz,fresh lime juice,1/2 oz,cucumber peel twist,,,,,,combine ingredients with 1/2 cup crushed ice in blender on low speed. pour into old-fashioned glass. add cucumber twist.,True,False,False,False,,60.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,210.0,45.0,3,0.75
802,Queen Elizabeth Cocktail,Cocktail Classics,1 1/2 oz, Old Mr. Boston Dry Gin,1/2 oz, Dry Vermouth,1 1/2 oz, Benedictine,,,,,,,Stir with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,old mr. boston dry gin,1 1/2 oz,dry vermouth,1/2 oz,herbal spirit,1 1/2 oz,,,,,,,stir with ice and strain into cocktail glass.,False,False,True,False,,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,82.5,3,0.7857142857142857
803,Silk Stockings,Tequila,1 1/2 oz, Blanco tequila,1 oz, White creme de cacao,1 1/2 oz, Heavy cream,1 oz, Grenadine,, Ground cinnamon,,,Shake ingredients with ice and strain into chilled cocktail glass. Top with cinnamon.,Cocktail Glass,6 or more ounces,blanco tequila,1 1/2 oz,white dessert liqueur,1 oz,heavy cream,1 1/2 oz,grenadine,1 oz,ground cinnamon,,,,shake ingredients with ice and strain into chilled cocktail glass. top with cinnamon.,False,True,False,False,,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,30.0,0.0,45.0,0.0,0.0,0.0,0.0,180.0,60.0,4,0.4
804,Orchid Cocktail,Cocktail Classics,2 oz, Old Mr. Boston Dry Gin,1 oz, Egg White,1 oz, Creme Yvette,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,old mr. boston dry gin,2 oz,egg white,1 oz,floral liqueur,1 oz,,,,,,,shake with ice and strain into cocktail glass.,False,True,False,False,,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,90.0,4,0.6
805,Orange Milk Fizz,Cocktail Classics,1/2 oz, Juice of a Lemon,1 oz, Powdered Sugar,2 oz, Old Mr. Boston Orange Flavored Gin ,2 oz, Milk,,,,,Shake with ice and strain into highball glass over two cubes of ice. Fill with carbonated water and stir.,Highball Glass,7 to 10 ounces,juice of a lemon,1/2 oz,powdered sugar,1 oz,old mr. boston orange flavored gin,2 oz,milk,2 oz,,,,,shake with ice and strain into highball glass over two cubes of ice. fill with carbonated water and stir.,False,True,False,False,,135.0,0.0,0.0,0.0,0.0,15.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,30.0,3,0.2222222222222222
806,Orange Gin Rickey,Cocktail Classics,1/2 oz, Juice of a Lime,2 oz, Old Mr. Boston Orange Flavored Gin ,,,,,,,,,Pour into highball glass over ice cubes and fill with carbonated water. Add wedge of lime. Stir.,Highball Glass,7 to 10 ounces,juice of a lime,1/2 oz,old mr. boston orange flavored gin,2 oz,,,,,,,,,pour into highball glass over ice cubes and fill with carbonated water. add wedge of lime. stir.,False,False,False,True,,75.0,0.0,0.0,0.0,0.0,15.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,30.0,2,0.4
807,Orange Gin Highball,Cocktail Classics,2 oz, Old Mr. Boston Orange Flavored Gin ,,ginger ale,,lemon twist,,,,,,,"Pour into highball glass over ice cubes and fill with ginger ale or carbonated water. Add twist of lemon peel, if desired, and stir.",Highball Glass,7 to 10 ounces,old mr. boston orange flavored gin,2 oz,soda,,lemon twist,,,,,,,,"pour into highball glass over ice cubes and fill with ginger ale or carbonated water. add twist of lemon peel, if desired, and stir.",False,False,False,True,soda,191.25,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,30.0,2,0.1568627450980392
808,Orange Gin Fizz,Cocktail Classics,1/2 oz, Juice of a Lemon,1 oz, Powdered Sugar,2 oz, Old Mr. Boston Orange Flavored Gin ,,,,,,,Shake with ice and strain into highball glass with two ice cubes. Fill with carbonated water and stir.,Highball Glass,7 to 10 ounces,juice of a lemon,1/2 oz,powdered sugar,1 oz,old mr. boston orange flavored gin,2 oz,,,,,,,shake with ice and strain into highball glass with two ice cubes. fill with carbonated water and stir.,False,True,False,False,,75.0,0.0,0.0,0.0,0.0,15.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,30.0,2,0.4
809,Orange Gin Collins,Cocktail Classics,1/2 oz, Juice of a Lemon,2 oz, Old Mr. Boston Orange Flavored Gin ,,,,,,,,,"Shake with ice and strain into collins glass. Add several cubes of ice, fill with carbonated water and stir. Decorate with slices of lemon and orange and a cherry. Serve with straws.",Collins Glass,14 to 16 ounces,juice of a lemon,1/2 oz,old mr. boston orange flavored gin,2 oz,,,,,,,,,"shake with ice and strain into collins glass. add several cubes of ice, fill with carbonated water and stir. decorate with slices of lemon and orange and a cherry. serve with straws.",False,True,False,True,,75.0,0.0,0.0,0.0,0.0,15.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,30.0,2,0.4
810,Sidewinder,Tequila,1 1/2 oz, Reposado tequila,1/2 oz, Campari,1/2 oz," Vanilla syrup, preferably B.A. Reynold's",1/2 oz, Fresh Lime Juice,1/4 oz, Mezcal,2 oz," Ginger beer, 1 oz",Fill Collins glass 1/2 full with crushed ice. Add all ingredients. Swizzle with barspoon until glass is frosted. Fill to brim with additional ice. Garnish with mint.,Collins Glass,14 to 16 ounces,reposado tequila,1 1/2 oz,herbal spirit,1/2 oz,"vanilla syrup, preferably b.a. reynold's",1/2 oz,fresh lime juice,1/2 oz,mezcal,1/4 oz,"soda, 1 oz",2 oz,fill collins glass 1/2 full with crushed ice. add all ingredients. swizzle with barspoon until glass is frosted. fill to brim with additional ice. garnish with mint.,True,False,False,True,,157.5,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,60.0,0.0,15.0,0.0,52.5,0.0,0.0,0.0,0.0,450.0,60.0,5,0.38095238095238093
811,Orange Blossom Cocktail,Cocktail Classics,1 oz, Old Mr. Boston Dry Gin,1 oz, Orange Juice,1/4 oz, Powdered Sugar,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,old mr. boston dry gin,1 oz,orange juice,1 oz,powdered sugar,1/4 oz,,,,,,,shake with ice and strain into cocktail glass.,False,True,False,False,,60.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,30.0,2,0.5
812,Shady Lady,Tequila,1 oz, Blanco tequila,1 oz, Melon liqueur,4 oz, Fresh grapefruit juice,4 oz, Fresh grapefruit juice,, Lime wedge; honeydew melon wedge or maraschino cherry,,,Combine all ingredients in ice-filled highball glass and stir. Garnish with lime and melon or cherry.,Highball Glass,7 to 10 ounces,blanco tequila,1 oz,melon liqueur,1 oz,fresh grapefruit juice,4 oz,fresh grapefruit juice,4 oz,lime wedge,,,,combine all ingredients in ice-filled highball glass and stir. garnish with lime and melon or cherry.,False,False,False,True,,255.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,255.0,38.25,3,0.15
814,The Sfozando,Tequila,1 oz, Mezcal,3/4 oz, Rye Whiskey,1/2 oz, Dry Vermouth,1/2 oz, Benedictine,1 oz, Chocolate bitters,, Orange twist,Stir with ice and strain into cocktail glass. Add orange twist.,Cocktail Glass,6 or more ounces,mezcal,1 oz,rye whiskey,3/4 oz,dry vermouth,1/2 oz,herbal spirit,1/2 oz,chocolate bitters,1 dash,orange twist,,stir with ice and strain into cocktail glass. add orange twist.,False,False,True,False,,84.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,22.5,0.0,180.0,77.0,5,0.9112426035502958
815,Napoleon Cocktail,Cocktail Classics,2 oz, Old Mr. Boston Dry Gin,1/2 oz, Curacao,1/2 oz, Dubonnet,,,,,,,Stir with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,old mr. boston dry gin,2 oz,orange liqueur,1/2 oz,herbal spirit,1/2 oz,,,,,,,stir with ice and strain into cocktail glass.,False,False,True,False,,90.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,75.0,3,0.8333333333333334
816,Moulin Rouge Cocktail,Cocktail Classics,1 1/2 oz, Old Mr. Boston Sloe Gin,3/4 oz, Sweet Vermouth,1 oz, Bitters,,,,,,,Stir with ice and strain cocktail glass.,Cocktail Glass,6 or more ounces,old mr. boston sloe gin,1 1/2 oz,sweet vermouth,3/4 oz,bitters,1 dash,,,,,,,stir with ice and strain cocktail glass.,False,False,True,False,,69.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,69.5,3,1.0
817,Sea Of Cortez,Tequila,1 1/2 oz, Blanco tequila,1 oz, Fresh Lime Juice,3/4 oz, Creme de Cassis,1/4 oz, Orange curacao,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,blanco tequila,1 1/2 oz,fresh lime juice,1 oz,creme de cassis,3/4 oz,orange orange liqueur,1/4 oz,,,,,shake with ice and strain into chilled cocktail glass.,False,True,False,False,,105.0,0.0,0.0,0.0,0.0,30.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,180.0,60.0,4,0.5714285714285714
818,Satin Sheets,Tequila,1 1/2 oz, Blanco tequila,1/2 oz, Falernum,1/2 oz, Simple Syrup,3/4 oz, Fresh Lime Juice,, Lime wheel,,,Shake with ice and strain into chilled cocktail glass. Garnish with lime.,Cocktail Glass,6 or more ounces,blanco tequila,1 1/2 oz,herbal spirit,1/2 oz,simple syrup,1/2 oz,fresh lime juice,3/4 oz,lime wheel,,,,shake with ice and strain into chilled cocktail glass. garnish with lime.,False,True,False,False,,97.5,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,45.0,0.0,0.0,0.0,0.0,180.0,52.5,4,0.5384615384615384
819,Santana Sling,Tequila,1 1/2 oz, Reposado tequila,1/2 oz, Cherry Heering,1/4 oz, Batavia arrack or light rum,1/2 oz, Fresh Lime Juice,3 oz, Ginger beer,,,Pour first four ingredients into ice-filled Collins glass and stir. Add ginger beer and stir again.,Collins Glass,14 to 16 ounces,reposado tequila,1 1/2 oz,cherry liqueur,1/2 oz,batavia arrack,1/4 oz,fresh lime juice,1/2 oz,soda,3 oz,,,pour first four ingredients into ice-filled collins glass and stir. add ginger beer and stir again.,False,False,False,True,,165.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,450.0,52.5,4,0.3181818181818182
820,Rosita,Tequila,1 1/2 oz, Blanco tequila,1/2 oz, Sweet Vermouth,1/2 oz, Dry Vermouth,1/2 oz, Campari,1 oz, Angostura Bitters,, Lemon twist,Stir with ice. Strain into ice-filled old-fashioned glass. Add lemon twist.,Old-Fashioned Glass,6 to 8 ounces,blanco tequila,1 1/2 oz,sweet vermouth,1/2 oz,dry vermouth,1/2 oz,herbal spirit,1/2 oz,angostura bitters,1 dash,lemon twist,,stir with ice. strain into ice-filled old-fashioned glass. add lemon twist.,False,False,True,False,,92.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,210.0,84.5,4,0.9184782608695652
821,Mariposa Cocktail,Cocktail Classics,1 oz, Old Mr. Boston Rum,1/2 oz, Old Mr. Boston Five Star Brandy,1 oz, Lemon Juice,1 oz, Orange Juice,1 oz, Grenadine,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,old mr. boston rum,1 oz,old mr. boston five star brandy,1/2 oz,lemon juice,1 oz,orange juice,1 oz,grenadine,1 oz,,,shake with ice and strain into cocktail glass.,False,True,False,False,,135.0,0.0,0.0,0.0,15.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,45.0,4,0.3333333333333333
822,Margarita Cocktail,Cocktail Classics,1 1/2 oz, Old Mr. Boston Tequila,1/2 oz, Old Mr. Boston Triple Sec,1 oz, Lemon or Lime Juice,,,,,,,"Rub rim of cocktail glass with rind of lemon or lime, dip rim in salt. Shake ingredients with ice and strain into the salt-rimmed glass. ",Cocktail Glass,6 or more ounces,old mr. boston tequila,1 1/2 oz,old mr. boston orange liqueur,1/2 oz,lemon,1 oz,,,,,,,"rub rim of cocktail glass with rind of lemon or lime, dip rim in salt. shake ingredients with ice and strain into the salt-rimmed glass.",False,True,False,False,,60.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,180.0,52.5,2,0.875
